date,decision,reason,spx_entry,vix_entry,expiry,dte,short_strike,long_strike,entry_credit,contracts,estimated_margin,exit_time,exit_price,exit_reason,pnl_per_contract,total_pnl,win_loss,runtime_sec
2019-10-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-10-18,SKIP,no credit-qualified spread candidate,2997.49,13.92,,,,,,0,,,,,,,,8.134
2019-10-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-10-20,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-10-21,SKIP,no credit-qualified spread candidate,3000.3,14.46,,,,,,0,,,,,,,,7.911
2019-10-22,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-10-23,SKIP,no credit-qualified spread candidate,2997.63,14.38,,,,,,0,,,,,,,,7.739
2019-10-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-10-25,SKIP,no entry quotes for candidates,3007.98,13.49,,,,,,0,,,,,,,,8.196
2019-10-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-10-27,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-10-28,SKIP,no credit-qualified spread candidate,3040.27,12.85,,,,,,0,,,,,,,,18.286
2019-10-29,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-10-30,SKIP,no credit-qualified spread candidate,3034.7,13.49,,,,,,0,,,,,,,,10.0
2019-10-31,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-01,SKIP,no credit-qualified spread candidate,3055.34,12.58,,,,,,0,,,,,,,,12.505
2019-11-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-03,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-04,SKIP,no credit-qualified spread candidate,3082.7,12.73,,,,,,0,,,,,,,,9.499
2019-11-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-06,SKIP,no credit-qualified spread candidate,3073.0,13.23,,,,,,0,,,,,,,,7.789
2019-11-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-08,SKIP,no entry quotes for candidates,3083.93,12.71,,,,,,0,,,,,,,,7.553
2019-11-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-10,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-11,SKIP,no credit-qualified spread candidate,3078.31,13.3,,,,,,0,,,,,,,,8.004
2019-11-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-13,SKIP,no credit-qualified spread candidate,3084.38,13.04,,,,,,0,,,,,,,,9.614
2019-11-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-15,SKIP,no credit-qualified spread candidate,3107.35,12.69,,,,,,0,,,,,,,,6.669
2019-11-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-18,SKIP,no credit-qualified spread candidate,3112.67,13.06,,,,,,0,,,,,,,,9.046
2019-11-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-20,SKIP,no credit-qualified spread candidate,3114.39,12.83,,,,,,0,,,,,,,,9.385
2019-11-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-22,SKIP,no entry quotes for candidates,3108.84,12.79,,,,,,0,,,,,,,,17.359
2019-11-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-25,SKIP,no credit-qualified spread candidate,3124.82,12.08,,,,,,0,,,,,,,,18.128
2019-11-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-27,SKIP,VIX below minimum (11.56 < 12),3145.35,11.56,,,,,,0,,,,,,,,0.612
2019-11-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-11-29,SKIP,no entry quotes for candidates,3147.05,12.5,,,,,,0,,,,,,,,9.603
2019-11-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-01,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-02,SKIP,no credit-qualified spread candidate,3134.59,13.72,,,,,,0,,,,,,,,7.642
2019-12-03,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-04,SKIP,no credit-qualified spread candidate,3109.74,14.78,,,,,,0,,,,,,,,9.515
2019-12-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-06,SKIP,no credit-qualified spread candidate,3143.24,13.6,,,,,,0,,,,,,,,13.427
2019-12-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-08,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-09,SKIP,no credit-qualified spread candidate,3147.44,14.16,,,,,,0,,,,,,,,7.945
2019-12-10,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-11,SKIP,no credit-qualified spread candidate,3138.12,15.7,,,,,,0,,,,,,,,14.861
2019-12-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-13,SKIP,no credit-qualified spread candidate,3167.04,13.81,,,,,,0,,,,,,,,11.082
2019-12-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-15,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-16,SKIP,no credit-qualified spread candidate,3189.21,12.04,,,,,,0,,,,,,,,9.127
2019-12-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-18,SKIP,no credit-qualified spread candidate,3198.15,12.06,,,,,,0,,,,,,,,9.069
2019-12-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-20,SKIP,no entry quotes for candidates,3217.67,12.23,,,,,,0,,,,,,,,8.956
2019-12-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-22,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-23,SKIP,no credit-qualified spread candidate,3223.8,12.8,,,,,,0,,,,,,,,8.227
2019-12-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-25,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.708
2019-12-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-27,SKIP,no entry quotes for candidates,3245.23,12.8,,,,,,0,,,,,,,,8.001
2019-12-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-29,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2019-12-30,SKIP,no credit-qualified spread candidate,3226.04,14.64,,,,,,0,,,,,,,,20.374
2019-12-31,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-01,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.692
2020-01-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-03,SKIP,no credit-qualified spread candidate,3238.58,13.84,,,,,,0,,,,,,,,18.314
2020-01-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-06,SKIP,no credit-qualified spread candidate,3223.73,15.09,,,,,,0,,,,,,,,18.422
2020-01-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-08,SKIP,no credit-qualified spread candidate,3244.41,13.59,,,,,,0,,,,,,,,8.787
2020-01-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-10,SKIP,no credit-qualified spread candidate,3276.55,12.45,,,,,,0,,,,,,,,9.456
2020-01-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-13,SKIP,no credit-qualified spread candidate,3273.57,12.95,,,,,,0,,,,,,,,7.34
2020-01-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-15,SKIP,no credit-qualified spread candidate,3289.69,12.41,,,,,,0,,,,,,,,8.767
2020-01-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-17,SKIP,no credit-qualified spread candidate,3322.36,12.2,,,,,,0,,,,,,,,7.155
2020-01-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-20,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.613
2020-01-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-22,SKIP,no credit-qualified spread candidate,3335.05,12.44,,,,,,0,,,,,,,,11.218
2020-01-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-24,SKIP,no credit-qualified spread candidate,3329.56,12.86,,,,,,0,,,,,,,,9.934
2020-01-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-27,ENTER,enter (normal),3249.26,17.8,2020-01-29,2.0,3170.0,3145.0,1.98,12,27624.0,2020-01-27 16:00:00 EST,0.0,expiry,198.0,2376.0,Win,18.517
2020-01-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-29,ENTER,enter (normal),3288.44,15.58,2020-01-31,2.0,3225.0,3200.0,1.55,12,28140.0,2020-01-29 16:00:00 EST,0.0,expiry,155.0,1860.0,Win,48.26
2020-01-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-01-31,SKIP,no credit-qualified spread candidate,3268.05,17.27,,,,,,0,,,,,,,,12.825
2020-02-01,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-03,ENTER,enter (normal),3250.53,17.8,2020-02-05,2.0,3170.0,3145.0,1.95,12,27660.0,2020-02-03 16:00:00 EST,0.0,expiry,195.0,2340.0,Win,41.979
2020-02-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-05,SKIP,no credit-qualified spread candidate,3321.64,15.68,,,,,,0,,,,,,,,6.605
2020-02-06,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-07,SKIP,no credit-qualified spread candidate,3329.68,15.75,,,,,,0,,,,,,,,21.705
2020-02-08,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-10,SKIP,no credit-qualified spread candidate,3329.7,15.85,,,,,,0,,,,,,,,19.313
2020-02-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-12,SKIP,no credit-qualified spread candidate,3374.92,14.55,,,,,,0,,,,,,,,13.907
2020-02-13,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-14,SKIP,no credit-qualified spread candidate,3375.79,14.31,,,,,,0,,,,,,,,9.873
2020-02-15,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-17,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.579
2020-02-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-19,SKIP,no credit-qualified spread candidate,3382.99,14.34,,,,,,0,,,,,,,,8.72
2020-02-20,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-21,SKIP,no credit-qualified spread candidate,3348.36,17.5,,,,,,0,,,,,,,,8.698
2020-02-22,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-24,ENTER,enter (elevated),3254.15,22.47,2020-02-26,2.0,3160.0,3135.0,1.9,12,27720.0,2020-02-24 13:04:00 EST,3.9,stop_loss,-200.0,-2400.0,Loss,9.453
2020-02-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-26,ENTER,enter (elevated),3171.96,24.96,2020-02-28,2.0,3055.0,3030.0,1.95,12,27660.0,2020-02-26 12:18:00 EST,3.9,stop_loss,-195.0,-2340.0,Loss,27.186
2020-02-27,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-02-28,SKIP,VIX above maximum (41.72 > 30),2907.76,41.72,,,,,,0,,,,,,,,0.613
2020-02-29,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-01,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-02,SKIP,VIX above maximum (37.94 > 30),2972.62,37.94,,,,,,0,,,,,,,,0.608
2020-03-03,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-04,SKIP,VIX above maximum (33.86 > 30),3051.38,33.86,,,,,,0,,,,,,,,0.606
2020-03-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-06,SKIP,VIX above maximum (47.59 > 30),2939.1,47.59,,,,,,0,,,,,,,,0.607
2020-03-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-08,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-09,SKIP,VIX above maximum (41.94 > 30),2764.21,41.94,,,,,,0,,,,,,,,3.934
2020-03-10,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-11,SKIP,VIX above maximum (52.38 > 30),2799.53,52.38,,,,,,0,,,,,,,,0.606
2020-03-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-13,SKIP,VIX above maximum (67.51 > 30),2583.23,67.51,,,,,,0,,,,,,,,5.22
2020-03-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-15,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-16,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.617
2020-03-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-18,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,5.22
2020-03-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-20,SKIP,VIX above maximum (68.37 > 30),2387.26,68.37,,,,,,0,,,,,,,,5.611
2020-03-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-22,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-23,SKIP,VIX above maximum (71.20 > 30),2242.71,71.2,,,,,,0,,,,,,,,5.927
2020-03-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-25,SKIP,VIX above maximum (60.57 > 30),2487.36,60.57,,,,,,0,,,,,,,,11.955
2020-03-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-27,SKIP,VIX above maximum (66.87 > 30),2530.26,66.87,,,,,,0,,,,,,,,17.945
2020-03-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-29,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-03-30,SKIP,VIX above maximum (64.11 > 30),2550.97,64.11,,,,,,0,,,,,,,,0.609
2020-03-31,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-01,SKIP,VIX above maximum (55.82 > 30),2502.61,55.82,,,,,,0,,,,,,,,0.605
2020-04-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-03,SKIP,VIX above maximum (48.36 > 30),2532.99,48.36,,,,,,0,,,,,,,,0.605
2020-04-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-06,SKIP,VIX above maximum (44.21 > 30),2584.18,44.21,,,,,,0,,,,,,,,3.947
2020-04-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-08,SKIP,VIX above maximum (44.80 > 30),2686.23,44.8,,,,,,0,,,,,,,,0.609
2020-04-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-10,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,5.301
2020-04-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-13,SKIP,VIX above maximum (43.53 > 30),2757.87,43.53,,,,,,0,,,,,,,,0.608
2020-04-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-15,SKIP,VIX above maximum (42.57 > 30),2774.56,42.57,,,,,,0,,,,,,,,5.172
2020-04-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-17,SKIP,VIX above maximum (39.37 > 30),2852.33,39.37,,,,,,0,,,,,,,,0.613
2020-04-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-20,SKIP,VIX above maximum (41.18 > 30),2834.97,41.18,,,,,,0,,,,,,,,5.565
2020-04-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-22,SKIP,VIX above maximum (43.09 > 30),2787.46,43.09,,,,,,0,,,,,,,,11.659
2020-04-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-24,SKIP,VIX above maximum (39.63 > 30),2805.83,39.63,,,,,,0,,,,,,,,11.955
2020-04-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-27,SKIP,VIX above maximum (35.13 > 30),2853.7,35.13,,,,,,0,,,,,,,,12.234
2020-04-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-04-29,SKIP,VIX above maximum (31.27 > 30),2918.49,31.27,,,,,,0,,,,,,,,0.605
2020-04-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-01,SKIP,VIX above maximum (37.67 > 30),2854.03,37.67,,,,,,0,,,,,,,,0.606
2020-05-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-03,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-04,SKIP,VIX above maximum (39.55 > 30),2802.39,39.55,,,,,,0,,,,,,,,0.604
2020-05-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-06,SKIP,VIX above maximum (32.54 > 30),2880.31,32.54,,,,,,0,,,,,,,,3.986
2020-05-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-08,SKIP,no credit-qualified spread candidate,2909.19,29.98,,,,,,0,,,,,,,,8.024
2020-05-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-10,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-11,SKIP,VIX above maximum (30.11 > 30),2913.19,30.11,,,,,,0,,,,,,,,0.54
2020-05-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-13,SKIP,VIX above maximum (33.60 > 30),2845.66,33.6,,,,,,0,,,,,,,,0.683
2020-05-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-15,SKIP,VIX above maximum (33.42 > 30),2836.56,33.42,,,,,,0,,,,,,,,2.322
2020-05-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-18,ENTER,enter (elevated),2939.08,28.58,2020-05-20,2.0,2850.0,2825.0,1.98,12,27624.0,2020-05-18 13:31:00 EDT,0.99,profit_target,99.0,1188.0,Win,11.956
2020-05-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-20,ENTER,enter (elevated),2964.65,28.23,2020-05-22,2.0,2885.0,2860.0,2.02,12,27576.0,2020-05-20 16:00:00 EDT,0.0,expiry,202.0,2424.0,Win,41.62
2020-05-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-22,SKIP,no credit-qualified spread candidate,2936.34,29.92,,,,,,0,,,,,,,,8.152
2020-05-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-25,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.61
2020-05-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-27,ENTER,enter (elevated),3013.96,27.77,2020-05-29,2.0,2935.0,2910.0,1.8,12,27840.0,2020-05-27 10:38:00 EDT,3.6,stop_loss,-180.0,-2160.0,Loss,10.462
2020-05-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-29,SKIP,no credit-qualified spread candidate,3024.08,29.55,,,,,,0,,,,,,,,7.642
2020-05-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-05-31,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-01,ENTER,enter (elevated),3042.51,29.57,2020-06-03,2.0,2950.0,2925.0,2.1,12,27480.0,2020-06-01 12:37:00 EDT,1.05,profit_target,105.0,1260.0,Win,12.162
2020-06-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-03,ENTER,enter (elevated),3105.83,26.56,2020-06-05,2.0,3025.0,3000.0,1.75,12,27900.0,2020-06-03 14:38:00 EDT,0.88,profit_target,87.0,1044.0,Win,10.682
2020-06-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-05,SKIP,no credit-qualified spread candidate,3183.2,23.64,,,,,,0,,,,,,,,7.745
2020-06-06,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-08,ENTER,enter (elevated),3210.27,25.02,2020-06-10,2.0,3130.0,3105.0,1.82,12,27816.0,2020-06-08 15:59:00 EDT,0.91,profit_target,91.0,1092.0,Win,15.204
2020-06-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-10,ENTER,enter (elevated),3204.08,27.67,2020-06-12,2.0,3100.0,3075.0,2.0,12,27600.0,2020-06-10 15:31:00 EDT,1.0,profit_target,100.0,1200.0,Win,9.897
2020-06-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-12,SKIP,VIX above maximum (35.13 > 30),3085.87,35.13,,,,,,0,,,,,,,,0.655
2020-06-13,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-15,SKIP,VIX above maximum (40.23 > 30),2985.27,40.23,,,,,,0,,,,,,,,8.49
2020-06-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-17,SKIP,VIX above maximum (33.68 > 30),3132.28,33.68,,,,,,0,,,,,,,,17.917
2020-06-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-19,SKIP,VIX above maximum (30.76 > 30),3144.68,30.76,,,,,,0,,,,,,,,0.61
2020-06-20,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-22,SKIP,VIX above maximum (34.63 > 30),3084.8,34.63,,,,,,0,,,,,,,,0.606
2020-06-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-24,SKIP,VIX above maximum (32.19 > 30),3111.45,32.19,,,,,,0,,,,,,,,0.606
2020-06-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-26,SKIP,VIX above maximum (33.12 > 30),3059.01,33.12,,,,,,0,,,,,,,,3.977
2020-06-27,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-06-29,SKIP,VIX above maximum (36.13 > 30),3002.97,36.13,,,,,,0,,,,,,,,0.609
2020-06-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-01,ENTER,enter (elevated),3117.23,29.49,2020-07-02,1.0,3035.0,3010.0,1.72,12,27936.0,2020-07-01 14:15:00 EDT,0.86,profit_target,86.0,1032.0,Win,16.477
2020-07-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-03,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.61
2020-07-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-06,ENTER,enter (elevated),3170.46,27.8,2020-07-08,2.0,3090.0,3065.0,1.65,12,28020.0,2020-07-06 16:00:00 EDT,0.0,expiry,165.0,1980.0,Win,38.164
2020-07-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-08,ENTER,enter (elevated),3163.83,28.39,2020-07-10,2.0,3080.0,3055.0,2.08,12,27504.0,2020-07-08 16:00:00 EDT,0.0,expiry,208.0,2496.0,Win,57.83
2020-07-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-10,SKIP,no credit-qualified spread candidate,3158.34,28.92,,,,,,0,,,,,,,,10.051
2020-07-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-13,ENTER,enter (elevated),3208.39,27.67,2020-07-15,2.0,3125.0,3100.0,1.57,12,28116.0,2020-07-13 15:23:00 EDT,3.15,stop_loss,-158.0,-1896.0,Loss,10.215
2020-07-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-15,ENTER,enter (elevated),3232.41,28.29,2020-07-17,2.0,3140.0,3115.0,2.0,12,27600.0,2020-07-15 16:00:00 EDT,0.0,expiry,200.0,2400.0,Win,19.228
2020-07-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-17,SKIP,no credit-qualified spread candidate,3219.07,26.91,,,,,,0,,,,,,,,13.498
2020-07-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-20,SKIP,no credit-qualified spread candidate,3218.79,26.13,,,,,,0,,,,,,,,12.511
2020-07-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-22,ENTER,enter (elevated),3262.68,25.18,2020-07-24,2.0,3180.0,3155.0,1.82,12,27816.0,2020-07-22 15:46:00 EDT,0.91,profit_target,91.0,1092.0,Win,9.25
2020-07-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-24,SKIP,no credit-qualified spread candidate,3207.99,28.03,,,,,,0,,,,,,,,9.376
2020-07-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2020-07-27,ENTER,enter (elevated),3224.28,25.94,2020-07-29,2.0,3140.0,3115.0,1.67,12,27996.0,2020-07-27 13:40:00 EDT,0.83,profit_target,84.0,1008.0,Win,12.987
2020-07-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
